id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V1516,EEUU,30,M,Chan Chan,Loreto,2025-05-10,4,1297.0,Avión
V1517,Chile,49,F,Machu Picchu,Cusco,2025-10-05,6,834.0,Auto
V1518,España,38,F,Machu Picchu,Loreto,2025-12-17,2,4412.0,Auto
V1519,Colombia,33,F,Amazonas,Ica,2025-07-10,1,3033.0,Tren
V1520,Perú,55,M,Cajamarca,Puno,2025-06-08,5,2734.0,Desconocido
V1521,Colombia,23,F,Chan Chan,Ica,2025-05-08,5,4663.0,Avión
V1522,España,61,M,Líneas de Nazca,Ica,2025-03-17,1,4324.0,Avión
V1523,España,69,M,Caral,Loreto,2025-11-21,2,3039.0,Avión
V1524,EEUU,27,M,Líneas de Nazca,Loreto,2025-01-05,6,4556.0,Bus
V1525,España,31,F,Amazonas,Ica,2025-02-13,10,1795.0,Desconocido
V1526,EEUU,69,F,Machu Picchu,Loreto,2025-06-13,9,970.0,Bus
V1527,Colombia,58,F,Líneas de Nazca,Puno,2025-04-03,9,961.0,Auto
V1528,Colombia,69,M,Chan Chan,Lima,2025-02-25,10,461.0,Avión
V1529,Argentina,39,F,Lago Titicaca,Ica,2025-04-28,5,2037.0,Avión
V1530,Brasil,36,M,Chan Chan,Cusco,2025-08-01,3,3343.0,Desconocido
V1531,Francia,50,F,Cajamarca,Loreto,2025-09-12,3,534.0,Tren
V1532,EEUU,54,M,Machu Picchu,La Libertad,2025-04-06,2,3540.0,Avión
V1533,EEUU,19,M,Cajamarca,Cusco,2025-04-01,7,2518.0,Auto
V1534,Colombia,30,M,Caral,La Libertad,2025-08-06,7,322.0,Bus
V1535,Argentina,36,F,Caral,Cajamarca,2025-11-20,5,4794.0,Bus
V1536,Ecuador,66,F,Amazonas,Puno,2025-03-25,9,2918.0,Bus
V1537,Ecuador,29,M,Chan Chan,La Libertad,2025-09-03,3,442.0,Bus
V1538,Francia,67,F,Amazonas,Cusco,2025-04-26,8,1180.0,Bus
V1539,Brasil,18,F,Lago Titicaca,Loreto,2025-10-05,10,3598.0,Tren
V1540,Ecuador,50,F,Chan Chan,Loreto,2025-11-14,8,2747.0,Avión
V1541,España,48,M,Machu Picchu,Cajamarca,2025-03-15,8,4398.0,Bus
V1542,Francia,49,M,Líneas de Nazca,Puno,2025-01-11,5,503.0,Avión
V1543,EEUU,63,M,Chan Chan,Loreto,2025-02-24,5,926.0,Auto
V1544,Chile,42,M,Machu Picchu,Ica,2025-10-13,3,2137.0,Tren
V1545,Colombia,23,F,Lago Titicaca,Ica,2025-04-05,8,1795.0,Avión
V1546,Argentina,34,F,Cajamarca,Ica,2025-12-11,10,5000.0,Desconocido
V1547,Perú,36,F,Caral,Cajamarca,2025-10-02,3,826.0,Bus
V1548,Colombia,48,M,Líneas de Nazca,Cajamarca,2025-07-22,5,3259.0,Bus
V1549,Francia,54,F,Líneas de Nazca,Cusco,2025-06-22,3,4128.0,Bus
V1550,EEUU,55,F,Chan Chan,Loreto,2025-07-25,1,2332.0,Desconocido
V1551,España,61,M,Chan Chan,Cusco,2025-04-08,2,3323.0,Tren
V1552,EEUU,30,M,Caral,Loreto,2025-09-10,5,3499.0,Desconocido
V1553,España,22,F,Machu Picchu,La Libertad,2025-07-07,8,1270.0,Desconocido
V1554,Argentina,30,M,Caral,Puno,2025-07-27,5,2772.0,Desconocido
V1555,Argentina,50,F,Lago Titicaca,Lima,2025-12-13,9,1964.0,Tren
V1556,Argentina,51,M,Chan Chan,Cusco,2025-06-04,10,4826.0,Bus
V1557,España,56,M,Líneas de Nazca,Loreto,2025-05-27,4,2057.0,Bus
V1558,Francia,59,F,Lago Titicaca,Lima,2025-12-18,1,1904.0,Desconocido
V1559,Argentina,53,F,Chan Chan,Loreto,2025-12-10,4,961.0,Avión
V1560,Brasil,65,F,Machu Picchu,Loreto,2025-11-06,10,1608.0,Desconocido
V1561,Perú,27,F,Líneas de Nazca,Loreto,2025-07-14,2,2617.0,Auto
V1562,Ecuador,32,M,Lago Titicaca,Lima,2025-11-07,9,3854.0,Auto
V1563,Argentina,46,M,Líneas de Nazca,Ica,2025-04-19,6,4448.0,Bus
V1564,Argentina,54,M,Líneas de Nazca,La Libertad,2025-12-27,8,3764.0,Avión
V1565,Francia,57,F,Líneas de Nazca,Cusco,2025-09-17,9,3496.0,Auto
V1566,Colombia,44,F,Líneas de Nazca,Loreto,2025-01-02,10,4415.0,Auto
V1567,Brasil,25,F,Líneas de Nazca,Loreto,2025-10-25,8,1980.0,Tren
V1568,Colombia,23,F,Lago Titicaca,Cusco,2025-09-19,1,3520.0,Auto
V1569,España,57,F,Cajamarca,Ica,2025-11-14,4,608.0,Bus
V1570,Ecuador,43,F,Chan Chan,Cusco,2025-03-10,1,1940.0,Desconocido
V1571,Ecuador,42,M,Chan Chan,Loreto,2025-12-25,8,4304.0,Desconocido
V1572,Ecuador,51,F,Amazonas,Lima,2025-06-15,2,2796.0,Tren
V1573,Chile,25,M,Cajamarca,La Libertad,2025-06-12,5,3098.0,Tren
V1574,Brasil,28,M,Caral,Lima,2025-05-04,8,503.0,Auto
V1575,Brasil,43,M,Chan Chan,La Libertad,2025-04-01,4,3298.0,Avión
V1576,Ecuador,51,F,Líneas de Nazca,Ica,2025-09-12,4,4583.0,Avión
V1577,Argentina,33,F,Chan Chan,Cajamarca,2025-03-02,2,1128.0,Desconocido
V1578,Francia,55,M,Caral,Loreto,2025-12-01,9,573.0,Bus
V1579,Francia,37,M,Chan Chan,Puno,2025-01-03,7,2941.0,Avión
V1580,Colombia,70,F,Chan Chan,Loreto,2025-07-19,1,485.0,Bus
V1581,España,25,M,Amazonas,Lima,2025-02-02,8,3130.0,Tren
V1582,España,45,M,Caral,Puno,2025-08-25,8,2530.0,Desconocido
V1583,Francia,18,F,Machu Picchu,Lima,2025-07-28,1,3641.0,Avión
V1584,Colombia,61,M,Amazonas,Cajamarca,2025-02-17,9,1278.0,Auto
V1585,Colombia,57,M,Amazonas,Ica,2025-03-21,7,2114.0,Auto
V1586,Colombia,27,M,Lago Titicaca,Cusco,2025-05-21,10,373.0,Avión
V1587,Perú,52,M,Chan Chan,Ica,2025-05-02,9,877.0,Avión
V1588,Argentina,39,F,Amazonas,Cajamarca,2025-12-20,6,1354.0,Desconocido
V1589,Chile,61,M,Líneas de Nazca,Cajamarca,2025-10-17,2,838.0,Avión
V1590,Brasil,20,M,Cajamarca,Cusco,2025-02-13,10,2176.0,Bus
V1591,España,61,F,Amazonas,Puno,2025-11-04,7,4043.0,Tren
V1592,España,23,M,Machu Picchu,Cusco,2025-07-23,1,1738.0,Bus
V1593,España,58,M,Lago Titicaca,Loreto,2025-05-28,3,1675.0,Auto
V1594,EEUU,61,F,Caral,La Libertad,2025-11-26,1,337.0,Desconocido
V1595,Perú,53,F,Amazonas,Cajamarca,2025-04-27,2,2217.0,Desconocido
V1596,EEUU,67,M,Cajamarca,Ica,2025-12-18,4,4791.0,Avión
V1597,Francia,31,F,Lago Titicaca,La Libertad,2025-06-10,7,3321.0,Avión
V1598,Perú,62,F,Amazonas,La Libertad,2025-07-15,6,1332.0,Desconocido
V1599,Ecuador,22,F,Cajamarca,La Libertad,2025-05-04,2,561.0,Bus
V1600,Perú,65,F,Amazonas,Lima,2025-01-10,8,1788.0,Tren
V1601,Perú,55,M,Cajamarca,Lima,2025-04-12,8,3547.0,Desconocido
V1602,Argentina,57,M,Lago Titicaca,Puno,2025-03-17,1,1243.0,Bus
V1603,Perú,48,F,Amazonas,Lima,2025-09-16,2,1700.0,Tren
V1604,España,69,M,Líneas de Nazca,Ica,2025-01-12,6,1880.0,Avión
V1605,Chile,28,F,Chan Chan,La Libertad,2025-04-06,7,795.0,Tren
V1606,Chile,24,M,Machu Picchu,Loreto,2025-06-11,2,3099.0,Auto
V1607,Brasil,34,M,Líneas de Nazca,Cajamarca,2025-09-03,5,3262.0,Avión
V1608,EEUU,58,F,Sin destino,Lima,2025-02-24,3,2041.0,Avión
V1609,EEUU,46,F,Chan Chan,Puno,2025-05-17,2,802.0,Tren
V1610,Colombia,43,F,Lago Titicaca,Ica,2025-03-06,3,1271.0,Desconocido
V1611,Brasil,67,F,Líneas de Nazca,Puno,2025-02-18,1,589.0,Auto
V1612,Chile,18,M,Líneas de Nazca,Cusco,2025-09-16,8,1555.0,Avión
V1613,Argentina,25,F,Líneas de Nazca,Cusco,2025-09-18,4,2897.0,Bus
V1614,Chile,18,F,Amazonas,Loreto,2025-11-24,10,4807.0,Desconocido
V1615,Chile,53,F,Líneas de Nazca,Puno,2025-07-13,6,4797.0,Bus
V1616,Francia,41,F,Chan Chan,Puno,2025-05-03,3,2069.0,Bus
V1617,EEUU,56,F,Cajamarca,Puno,2025-07-18,9,1687.0,Bus
V1618,España,21,M,Caral,Puno,2025-11-07,9,4149.0,Avión
V1619,Ecuador,51,F,Caral,Ica,2025-07-16,8,3128.0,Desconocido
V1620,Brasil,22,M,Líneas de Nazca,Puno,2025-12-17,7,2856.0,Tren
V1621,Perú,46,M,Líneas de Nazca,Loreto,2025-03-13,10,3823.0,Avión
V1622,España,23,M,Caral,Cusco,2025-10-21,6,554.0,Tren
V1623,Brasil,61,M,Chan Chan,Cusco,2025-03-20,5,2941.0,Auto
V1624,EEUU,69,M,Chan Chan,La Libertad,2025-04-15,7,4994.0,Tren
V1625,EEUU,60,F,Amazonas,Loreto,2025-07-27,10,4342.0,Desconocido
V1626,Ecuador,32,F,Líneas de Nazca,La Libertad,2025-12-07,7,4522.0,Avión
V1627,Brasil,43,M,Machu Picchu,Lima,2025-07-13,8,1115.0,Bus
V1628,España,28,F,Chan Chan,Puno,2025-04-10,10,1139.0,Bus
V1629,Brasil,39,M,Lago Titicaca,Loreto,2025-01-07,9,2842.0,Avión
V1630,Ecuador,68,F,Cajamarca,Cajamarca,2025-07-11,4,4561.0,Desconocido
V1631,Argentina,46,M,Sin destino,Cusco,2025-09-01,5,3187.0,Bus
V1632,EEUU,22,F,Líneas de Nazca,Cusco,2025-05-10,4,3017.0,Tren
V1633,Ecuador,45,F,Cajamarca,La Libertad,2025-08-26,9,3263.0,Desconocido
V1634,EEUU,32,M,Chan Chan,Cusco,2025-11-23,7,3998.0,Tren
V1635,Colombia,39,F,Caral,Cajamarca,2025-11-24,8,3958.0,Tren
V1636,Francia,54,M,Chan Chan,Ica,2025-12-20,4,573.0,Tren
V1637,Perú,46,F,Caral,Puno,2025-06-19,3,302.0,Auto
V1638,España,62,F,Chan Chan,Cajamarca,2025-05-04,5,3288.0,Tren
V1639,Chile,45,F,Amazonas,Cusco,2025-12-10,4,1482.0,Avión
V1640,Colombia,40,M,Líneas de Nazca,Lima,2025-12-11,10,4154.0,Desconocido
V1641,EEUU,62,M,Machu Picchu,Ica,2025-08-20,6,2136.0,Avión
V1642,Brasil,53,M,Lago Titicaca,La Libertad,2025-05-12,9,3556.0,Auto
V1643,España,29,M,Líneas de Nazca,Puno,2025-05-07,3,3321.0,Auto
V1644,España,68,M,Cajamarca,Cusco,2025-02-03,8,4740.0,Bus
V1645,Brasil,35,M,Caral,Ica,2025-07-20,1,2969.0,Bus
V1646,España,44,F,Líneas de Nazca,La Libertad,2025-10-08,5,3223.0,Desconocido
V1647,España,26,F,Lago Titicaca,Cusco,2025-11-22,4,2617.0,Bus
V1648,Argentina,34,F,Cajamarca,Lima,2025-07-09,8,3907.0,Bus
V1649,Francia,52,F,Chan Chan,Lima,2025-02-17,6,3588.0,Desconocido
V1650,Argentina,45,M,Chan Chan,La Libertad,2025-03-02,5,3916.0,Desconocido
V1651,Colombia,21,F,Amazonas,Ica,2025-12-17,1,1010.0,Auto
V1652,España,50,M,Caral,Loreto,2025-12-05,10,4209.0,Avión
V1653,Francia,42,F,Amazonas,Lima,2025-02-18,9,4674.0,Auto
V1654,Ecuador,32,M,Chan Chan,Lima,2025-03-26,10,748.0,Tren
V1655,Chile,65,M,Machu Picchu,Lima,2025-02-25,1,4590.0,Tren
V1656,Ecuador,59,F,Chan Chan,Loreto,2025-05-13,1,1210.0,Desconocido
V1657,EEUU,27,M,Líneas de Nazca,La Libertad,2025-02-25,8,3735.0,Tren
V1658,Argentina,70,M,Lago Titicaca,Puno,2025-09-25,2,737.0,Avión
V1659,España,64,F,Chan Chan,Puno,2025-09-16,5,3193.0,Avión
V1660,Francia,63,M,Amazonas,Cajamarca,2025-10-25,7,4460.0,Bus
V1661,Perú,43,M,Cajamarca,La Libertad,2025-12-14,7,3321.0,Tren
V1662,Chile,27,M,Chan Chan,La Libertad,2025-08-16,2,4207.0,Bus
V1663,Perú,28,F,Cajamarca,Loreto,2025-11-11,7,1154.0,Avión
V1664,Brasil,64,M,Cajamarca,Lima,2025-10-22,4,596.0,Tren
V1665,Brasil,45,F,Amazonas,Cajamarca,2025-12-02,1,2176.0,Tren
V1666,España,59,F,Lago Titicaca,Loreto,2025-10-11,3,4469.0,Avión
V1667,Francia,18,M,Líneas de Nazca,Cusco,2025-02-08,4,3446.0,Desconocido
V1668,EEUU,47,F,Caral,Cajamarca,2025-07-04,7,1947.0,Desconocido
V1669,Colombia,58,M,Machu Picchu,Cusco,2025-01-11,5,4426.0,Avión
V1670,Colombia,46,F,Amazonas,Ica,2025-10-23,5,3122.0,Tren
V1671,Ecuador,57,M,Lago Titicaca,Ica,2025-07-19,2,310.0,Tren
V1672,Ecuador,68,F,Amazonas,Cusco,2025-04-20,3,482.0,Avión
V1673,Francia,44,M,Cajamarca,Cusco,2025-01-28,10,1054.0,Auto
V1674,Francia,22,F,Amazonas,Cajamarca,2025-09-06,5,908.0,Bus
V1675,Ecuador,21,M,Chan Chan,Cusco,2025-12-28,5,2041.0,Tren
V1676,EEUU,42,F,Líneas de Nazca,Ica,2025-01-01,5,1080.0,Avión
V1677,Brasil,38,M,Caral,Cusco,2025-12-11,6,3248.0,Avión
V1678,Perú,55,F,Machu Picchu,Loreto,2025-03-09,4,2311.0,Avión
V1679,Ecuador,53,M,Cajamarca,Cusco,2025-01-21,7,2504.0,Desconocido
V1680,Francia,61,F,Lago Titicaca,Ica,2025-02-02,4,1597.0,Tren
V1681,España,60,F,Machu Picchu,Lima,2025-03-04,7,3738.0,Avión
V1682,Perú,25,M,Chan Chan,Ica,2025-06-21,2,4440.0,Tren
V1683,Francia,68,M,Líneas de Nazca,La Libertad,2025-08-07,10,4097.0,Desconocido
V1684,Francia,59,M,Chan Chan,La Libertad,2025-09-22,2,1851.0,Avión
V1685,EEUU,26,F,Líneas de Nazca,Puno,2025-01-17,6,374.0,Tren
V1686,España,46,F,Chan Chan,Cajamarca,2025-05-15,5,312.0,Avión
V1687,Chile,51,F,Lago Titicaca,La Libertad,2025-09-27,10,4706.0,Tren
V1688,Chile,32,F,Líneas de Nazca,Cusco,2025-07-03,6,3170.0,Desconocido
V1689,Colombia,61,M,Lago Titicaca,La Libertad,2025-03-11,6,2429.0,Tren
V1690,España,47,F,Lago Titicaca,Lima,2025-03-09,10,1586.0,Bus
V1691,Ecuador,64,M,Cajamarca,La Libertad,2025-04-25,8,3536.0,Auto
V1692,Perú,39,F,Lago Titicaca,Cusco,2025-06-22,5,1104.0,Bus
V1693,Brasil,57,M,Lago Titicaca,Cajamarca,2025-02-11,8,407.0,Tren
V1694,Perú,40,M,Cajamarca,Lima,2025-03-12,3,2587.0,Desconocido
V1695,Colombia,41,F,Chan Chan,Cusco,2025-02-19,5,4791.0,Desconocido
V1696,Colombia,35,F,Cajamarca,La Libertad,2025-07-14,2,1526.0,Auto
V1697,Chile,50,F,Amazonas,Puno,2025-03-12,7,4577.0,Auto
V1698,Brasil,50,M,Caral,Lima,2025-09-18,9,3992.0,Bus
V1699,Chile,22,F,Caral,Puno,2025-06-09,6,2804.0,Auto
V1700,Colombia,68,F,Lago Titicaca,Puno,2025-10-17,2,4189.0,Tren
V1701,Perú,25,M,Líneas de Nazca,La Libertad,2025-11-27,6,3169.0,Avión
V1702,Ecuador,67,M,Caral,Cusco,2025-07-17,1,4469.0,Desconocido
V1703,EEUU,52,F,Cajamarca,Cajamarca,2025-04-11,1,2595.0,Bus
V1704,Perú,61,F,Lago Titicaca,Loreto,2025-02-17,3,3938.0,Avión
V1705,Chile,27,F,Amazonas,Ica,2025-12-13,4,4413.0,Desconocido
V1706,Argentina,22,F,Chan Chan,Cusco,2025-06-27,4,2484.0,Bus
V1707,Brasil,42,F,Caral,Lima,2025-01-13,2,3920.0,Bus
V1708,España,42,F,Amazonas,Puno,2025-05-23,6,1499.0,Tren
V1709,Ecuador,46,M,Caral,Loreto,2025-09-26,3,3936.0,Tren
V1710,España,25,F,Sin destino,Cusco,2025-02-06,6,1579.0,Auto
V1711,Colombia,69,M,Chan Chan,La Libertad,2025-02-11,7,757.0,Avión
V1712,Brasil,45,M,Amazonas,Cajamarca,2025-04-15,9,3579.0,Desconocido
V1713,EEUU,62,F,Machu Picchu,Ica,2025-11-22,2,727.0,Desconocido
V1714,Ecuador,32,F,Lago Titicaca,Cusco,2025-11-27,5,4869.0,Desconocido
V1715,Argentina,40,F,Cajamarca,La Libertad,2025-08-09,2,4755.0,Avión
V1716,EEUU,69,M,Machu Picchu,Loreto,2025-12-07,9,1671.0,Tren
V1717,Colombia,27,F,Amazonas,Puno,2025-06-26,7,4032.0,Auto
V1718,Francia,67,M,Líneas de Nazca,Lima,2025-07-08,8,1141.0,Bus
V1719,Brasil,56,F,Caral,La Libertad,2025-06-03,3,3894.0,Tren
V1720,Brasil,38,F,Amazonas,Cusco,2025-12-12,3,3016.0,Bus
V1721,España,41,F,Amazonas,Lima,2025-09-07,7,3159.0,Avión
V1722,Chile,36,F,Caral,La Libertad,2025-06-03,4,3893.0,Desconocido
V1723,Ecuador,20,M,Caral,Cajamarca,2025-03-08,8,1763.0,Auto
V1724,Perú,37,F,Machu Picchu,La Libertad,2025-09-26,3,2068.0,Bus
V1725,EEUU,34,F,Cajamarca,La Libertad,2025-07-28,4,3761.0,Bus
V1726,Brasil,38,M,Caral,Ica,2025-05-26,9,807.0,Auto
V1727,Francia,63,F,Sin destino,La Libertad,2025-06-18,2,4280.0,Bus
V1728,Chile,65,M,Amazonas,Lima,2025-04-02,6,4204.0,Avión
V1729,Francia,59,F,Caral,Puno,2025-11-22,2,3796.0,Tren
V1730,Argentina,34,F,Chan Chan,Lima,2025-10-15,5,2659.0,Tren
V1731,Chile,55,M,Líneas de Nazca,Cusco,2025-06-01,5,4955.0,Auto
V1732,Chile,51,F,Machu Picchu,Loreto,2025-09-06,9,1757.0,Avión
V1733,EEUU,23,M,Chan Chan,Cusco,2025-09-23,4,2580.0,Bus
V1734,Colombia,65,M,Amazonas,Loreto,2025-11-17,6,2875.0,Auto
V1735,Francia,36,M,Machu Picchu,Cusco,2025-12-05,4,2874.0,Tren
V1736,Francia,36,M,Líneas de Nazca,Ica,2025-11-11,10,3112.0,Tren
V1737,Argentina,69,M,Caral,Ica,2025-01-11,2,1452.0,Avión
V1738,Colombia,46,M,Caral,Loreto,2025-07-19,4,2880.0,Tren
V1739,Colombia,67,M,Amazonas,La Libertad,2025-03-09,5,2055.0,Desconocido
V1740,Francia,22,F,Caral,Puno,2025-04-19,4,1621.0,Bus
V1741,Francia,63,F,Chan Chan,Cajamarca,2025-07-17,9,3659.0,Bus
V1742,Perú,40,F,Cajamarca,Puno,2025-07-12,5,1628.0,Bus
V1743,Colombia,19,F,Machu Picchu,Cusco,2025-11-14,5,1508.0,Auto
V1744,Chile,60,M,Machu Picchu,Loreto,2025-06-21,4,3353.0,Avión
V1745,Argentina,37,F,Chan Chan,Ica,2025-07-05,10,607.0,Tren
V1746,Ecuador,68,F,Caral,Cajamarca,2025-11-16,6,4977.0,Tren
V1747,Francia,37,M,Caral,Puno,2025-02-18,10,4174.0,Tren
V1748,Argentina,36,M,Lago Titicaca,Loreto,2025-08-02,6,2141.0,Tren
V1749,Brasil,70,M,Cajamarca,Loreto,2025-09-02,9,4986.0,Avión
V1750,Brasil,33,F,Lago Titicaca,Loreto,2025-04-08,8,2263.0,Bus
V1751,Perú,48,M,Cajamarca,Puno,2025-01-20,7,3291.0,Tren
V1752,España,20,M,Líneas de Nazca,La Libertad,2025-04-21,8,1978.0,Auto
V1753,Colombia,33,F,Cajamarca,Puno,2025-11-09,1,416.0,Avión
V1754,Brasil,42,M,Cajamarca,Lima,2025-06-06,7,2337.0,Tren
V1755,Francia,65,M,Líneas de Nazca,Puno,2025-10-14,8,1137.0,Avión
V1756,Colombia,23,F,Líneas de Nazca,Cusco,2025-06-27,3,4587.0,Tren
V1757,Argentina,49,M,Chan Chan,Lima,2025-01-20,9,921.0,Bus
V1758,Chile,65,F,Machu Picchu,La Libertad,2025-05-22,5,3884.0,Auto
V1759,Argentina,45,F,Chan Chan,Puno,2025-02-26,2,991.0,Desconocido
V1760,Ecuador,56,F,Cajamarca,Cajamarca,2025-08-23,5,661.0,Bus
V1761,Colombia,47,F,Líneas de Nazca,Loreto,2025-01-03,10,4046.0,Bus
V1762,Colombia,59,F,Machu Picchu,La Libertad,2025-02-01,10,1754.0,Tren
V1763,España,24,F,Amazonas,Ica,2025-01-20,6,838.0,Tren
V1764,Chile,20,M,Lago Titicaca,Loreto,2025-02-25,9,4722.0,Desconocido
V1765,Francia,52,F,Líneas de Nazca,Ica,2025-02-11,8,4452.0,Auto
V1766,Chile,48,F,Líneas de Nazca,Lima,2025-07-13,10,1170.0,Tren
V1767,Brasil,30,F,Machu Picchu,Ica,2025-06-21,9,1924.0,Desconocido
V1768,Brasil,21,M,Lago Titicaca,La Libertad,2025-09-12,1,1913.0,Tren
V1769,Brasil,51,M,Líneas de Nazca,Loreto,2025-03-21,4,1084.0,Auto
V1770,Francia,19,M,Cajamarca,Lima,2025-08-20,2,3916.0,Auto
V1771,Argentina,36,F,Líneas de Nazca,Lima,2025-07-17,3,3844.0,Avión
V1772,Francia,50,F,Amazonas,Puno,2025-12-04,4,1951.0,Auto
V1773,Perú,56,F,Amazonas,Cajamarca,2025-02-07,5,2532.0,Tren
V1774,EEUU,41,M,Líneas de Nazca,Loreto,2025-10-25,10,2980.0,Auto
V1775,Francia,64,F,Machu Picchu,La Libertad,2025-03-16,5,2761.0,Tren
V1776,EEUU,63,F,Machu Picchu,Puno,2025-04-01,8,640.0,Bus
V1777,Ecuador,37,F,Sin destino,Loreto,2025-10-24,9,1152.0,Tren
V1778,España,38,F,Lago Titicaca,Puno,2025-09-07,9,3111.0,Bus
V1779,Francia,20,M,Lago Titicaca,Cusco,2025-09-12,4,527.0,Tren
V1780,Ecuador,44,M,Lago Titicaca,La Libertad,2025-05-24,8,3282.0,Desconocido
V1781,Chile,68,M,Chan Chan,Ica,2025-01-06,3,3644.0,Auto
V1782,Francia,51,F,Chan Chan,Ica,2025-02-04,2,507.0,Auto
V1783,Perú,37,M,Lago Titicaca,Cajamarca,2025-04-16,10,2778.0,Auto
V1784,Perú,45,F,Cajamarca,Cajamarca,2025-10-05,3,3064.0,Auto
V1785,Argentina,41,F,Machu Picchu,Cajamarca,2025-08-05,3,2682.0,Tren
V1786,Argentina,41,M,Líneas de Nazca,Ica,2025-10-18,9,3342.0,Auto
V1787,Francia,54,F,Chan Chan,Loreto,2025-05-18,5,4357.0,Auto
V1788,Brasil,38,M,Cajamarca,Lima,2025-07-27,1,3972.0,Desconocido
V1789,Brasil,66,M,Lago Titicaca,Ica,2025-06-04,3,1109.0,Desconocido
V1790,Argentina,48,M,Caral,Cusco,2025-12-24,4,1088.0,Avión
V1791,Perú,34,F,Machu Picchu,Loreto,2025-10-11,4,1721.0,Desconocido
V1792,Colombia,18,F,Chan Chan,La Libertad,2025-11-01,9,1954.0,Tren
V1793,EEUU,22,F,Amazonas,Puno,2025-02-23,6,4709.0,Auto
V1794,Chile,62,F,Líneas de Nazca,Puno,2025-09-17,7,4903.0,Tren
V1795,Colombia,49,M,Líneas de Nazca,La Libertad,2025-08-11,9,2755.0,Bus
V1796,Francia,34,F,Machu Picchu,Loreto,2025-05-11,4,1242.0,Tren
V1797,Colombia,64,F,Líneas de Nazca,Puno,2025-05-18,9,4986.0,Bus
V1798,Chile,69,F,Líneas de Nazca,Cusco,2025-06-07,10,3658.0,Avión
V1799,España,35,M,Cajamarca,Lima,2025-05-21,2,3956.0,Auto
V1800,Colombia,56,F,Chan Chan,Loreto,2025-06-24,9,2384.0,Bus
V1801,España,34,F,Líneas de Nazca,Puno,2025-08-19,2,3545.0,Tren
V1802,Francia,22,F,Lago Titicaca,La Libertad,2025-11-10,5,3419.0,Desconocido
V1803,Perú,57,F,Líneas de Nazca,Ica,2025-01-15,6,4782.0,Bus
V1804,Argentina,50,M,Cajamarca,Loreto,2025-05-27,7,3516.0,Avión
V1805,Colombia,42,F,Machu Picchu,Lima,2025-02-22,4,3354.0,Tren
V1806,Ecuador,18,F,Lago Titicaca,Puno,2025-05-03,10,4437.0,Avión
V1807,EEUU,57,F,Lago Titicaca,Cusco,2025-04-08,2,4325.0,Desconocido
V1808,Colombia,54,F,Lago Titicaca,Lima,2025-02-26,8,3084.0,Avión
V1809,Brasil,35,F,Machu Picchu,Puno,2025-01-07,4,2133.0,Auto
V1810,Francia,63,M,Caral,Cajamarca,2025-05-27,3,4423.0,Desconocido
V1811,Perú,60,M,Amazonas,Cusco,2025-02-15,5,4211.0,Tren
V1812,Ecuador,31,M,Cajamarca,Cajamarca,2025-07-08,2,1286.0,Tren
V1813,Argentina,25,F,Chan Chan,Puno,2025-12-07,9,2757.0,Auto
V1814,Francia,38,F,Lago Titicaca,Ica,2025-03-15,10,3761.0,Bus
V1815,España,31,F,Caral,Loreto,2025-02-14,10,2177.0,Desconocido
V1816,Chile,50,F,Caral,La Libertad,2025-04-21,7,2550.0,Tren
V1817,Argentina,52,M,Chan Chan,Puno,2025-10-09,7,4088.0,Auto
V1818,EEUU,55,F,Cajamarca,Loreto,2025-10-10,1,2703.0,Avión
V1819,España,35,M,Líneas de Nazca,Puno,2025-02-09,10,312.0,Auto
V1820,EEUU,60,F,Amazonas,Loreto,2025-10-09,4,3447.0,Bus
V1821,Colombia,44,M,Chan Chan,Cajamarca,2025-07-07,1,4994.0,Bus
V1822,EEUU,39,F,Caral,Ica,2025-02-06,9,1691.0,Auto
V1823,Argentina,18,M,Cajamarca,Loreto,2025-09-24,1,1393.0,Tren
V1824,EEUU,44,M,Caral,Lima,2025-12-15,4,2910.0,Bus
V1825,Ecuador,23,F,Chan Chan,Cajamarca,2025-04-24,6,3023.0,Bus
V1826,España,69,M,Lago Titicaca,Lima,2025-08-11,3,4538.0,Auto
V1827,Argentina,70,F,Lago Titicaca,Ica,2025-08-03,8,3394.0,Tren
V1828,Argentina,64,M,Amazonas,Lima,2025-01-01,5,4789.0,Avión
V1829,Chile,44,F,Amazonas,Loreto,2025-08-18,1,3628.0,Tren
V1830,Brasil,24,F,Sin destino,Ica,2025-06-28,4,2973.0,Avión
V1831,Ecuador,35,M,Machu Picchu,Puno,2025-04-17,9,1702.0,Avión
V1832,Colombia,55,M,Amazonas,Ica,2025-12-01,3,3524.0,Bus
V1833,Argentina,34,M,Caral,Ica,2025-10-19,9,454.0,Tren
V1834,Perú,38,M,Amazonas,Cajamarca,2025-08-13,5,4816.0,Bus
V1835,España,55,M,Machu Picchu,Loreto,2025-11-17,2,2990.0,Tren
V1836,España,50,F,Lago Titicaca,La Libertad,2025-04-08,7,3625.0,Tren
V1837,España,48,M,Lago Titicaca,Cajamarca,2025-10-22,4,344.0,Auto
V1838,Francia,50,M,Chan Chan,Cusco,2025-10-03,10,2142.0,Bus
V1839,Ecuador,56,F,Amazonas,Cusco,2025-08-10,6,3557.0,Auto
V1840,Colombia,36,M,Amazonas,Cajamarca,2025-09-21,9,3158.0,Auto
